merchant_id,transaction_velocity,avg_transaction_value,refund_rate,chargeback_rate,business_age_days,category_mismatch_score,night_txn_ratio,unique_customer_ratio,geographic_spread,incomplete_profile_score,label
M-03415,31.6135,1505.5285,0.052,0.0056,643,0.1164,0.0389,0.6308,2,0.0156,0
M-03416,58.3654,380.6134,0.0368,0.0102,1043,0.0053,0.0662,0.1923,7,0.0975,0
M-03417,114.9394,1171.2925,0.0385,0.0054,172,0.0578,0.1318,0.3186,1,0.3277,1
M-03418,57.668,791.2644,0.0336,0.0049,771,0.0803,0.0951,0.5403,2,0.0763,0
M-03419,45.4871,1244.2225,0.0337,0.007,955,0.0896,0.1031,0.7898,6,0.0622,0
M-03420,45.1814,217.9333,0.0305,0.0146,859,0.1068,0.1269,0.3654,6,0.0338,0
M-03421,59.331,511.045,0.0235,0.0015,759,0.0136,0.0327,0.4403,2,0.1325,0
M-03422,62.4529,1296.8798,0.0238,0.0108,586,0.0753,0.0683,0.6567,7,0.0497,0
M-03423,28.2138,623.0758,0.1086,0.0076,487,0.275,0.1191,0.5075,10,0.1675,1
M-03424,70.1934,423.1369,0.0121,0.0149,1274,0.1066,0.0984,0.5675,7,0.0038,0
M-03425,60.4458,534.634,0.0347,0.0123,999,0.1247,0.0799,0.6231,6,0.0766,0
M-03426,53.5887,874.5966,0.0553,0.0049,637,0.0735,0.0842,0.6815,1,0.1093,0
M-03427,42.292,994.2234,0.0662,0.0093,1115,0.0217,0.0814,0.5361,1,0.1435,0
M-03428,8.7363,833.4047,0.1172,0.0039,30,0.1045,0.1427,0.6858,4,0.218,1
M-03429,80.8482,855.8799,0.0325,0.0111,1063,0.0956,0.1131,0.4839,1,0.027,0
M-03430,38.0647,185.7186,0.0777,0.0182,644,0.2408,0.1236,0.459,11,0.0996,1
M-03431,52.7214,1056.228,0.066,0.0121,521,0.016,0.0575,0.6957,7,0.0711,0
M-03432,72.9911,602.6163,0.0118,0.0136,1082,0.0566,0.1109,0.3755,1,0.1414,0
M-03433,70.5927,1435.8752,0.0511,0.0118,976,0.0002,0.0618,0.5409,4,0.1142,0
M-03434,46.3377,375.333,0.0197,0.0063,1048,0.0923,0.1016,0.6225,7,0.0286,0
M-03435,54.5255,453.9768,0.0674,0.0077,1018,0.1425,0.0647,0.567,7,0.0994,0
M-03436,40.7546,984.5456,0.0724,0.0056,694,0.1024,0.0739,0.3557,5,0.1498,0
M-03437,60.6232,779.0653,0.0166,0.0134,158,0.1381,0.1422,0.6906,2,0.0991,0
M-03438,53.9101,768.6055,0.0535,0.0044,1049,0.0865,0.0567,0.5761,2,0.0779,1
M-03439,51.0129,294.4472,0.0432,0.011,505,0.0833,0.1233,0.4066,7,0.1179,0
M-03440,13.4177,599.2933,0.0729,0.0141,1061,0.0577,0.0643,0.5817,7,0.121,0
M-03441,44.7025,1188.4719,0.0228,0.0124,1050,0.1369,0.1213,0.4989,6,0.0896,0
M-03442,46.9553,771.9891,0.068,0.0017,843,0.0103,0.0559,0.451,6,0.1446,0
M-03443,67.7524,1560.2243,0.0731,0.0119,1369,0.0796,0.0334,0.7678,2,0.1068,0
M-03444,74.2982,489.0508,0.0318,0.0248,593,0.1664,0.2085,0.5344,10,0.1317,1
M-03445,77.9574,1255.7629,0.1179,0.0226,416,0.1593,0.1061,0.7512,11,0.316,0
M-03446,60.0311,426.1823,0.0271,0.002,878,0.0819,0.0886,0.4791,1,0.1345,0
M-03447,79.4709,1206.579,0.0236,0.0032,737,0.0463,0.0747,0.4922,2,0.0323,0
M-03448,67.4124,1332.2735,0.026,0.0117,468,0.0317,0.1623,0.3776,7,0.0399,0
M-03449,54.9313,873.9404,0.0653,0.0011,265,0.1375,0.077,0.6783,2,0.0723,0
M-03450,54.6111,644.1851,0.0293,0.0132,1236,0.1025,0.0664,0.5006,1,0.1426,0
M-03451,28.9165,569.0224,0.0789,0.0096,786,0.1274,0.0626,0.6165,3,0.0753,0
M-03452,73.7903,1197.8143,0.0521,0.0104,351,0.0965,0.0515,0.3688,3,0.0706,0
M-03453,39.5041,1102.9316,0.0563,0.0022,973,0.0464,0.08,0.3902,6,0.0073,0
M-03454,64.31,1089.3531,0.0175,0.0048,1161,0.0842,0.11,0.4586,3,0.01,1
M-03455,55.1008,742.5762,0.0622,0.0125,1029,0.0521,0.0961,0.5776,4,0.0714,0
M-03456,43.3508,703.3342,0.0338,0.0077,846,0.0666,0.0573,0.5993,1,0.0997,0
M-03457,82.1592,381.0897,0.0798,0.0139,466,0.0003,0.1034,0.5625,1,0.1165,0
M-03458,46.9121,840.3858,0.0487,0.0143,45,0.1427,0.0767,0.516,3,0.013,0
M-03459,35.3185,1237.3822,0.044,0.0134,762,0.0462,0.0791,0.5846,2,0.1021,0
M-03460,87.6642,853.1959,0.049,0.0072,520,0.2804,0.1262,0.6308,2,0.2321,1
M-03461,48.0868,679.0903,0.0578,0.0045,562,0.039,0.1059,0.8172,5,0.0118,0
M-03462,104.8836,324.556,0.033,0.0092,178,0.3394,0.1394,0.6633,3,0.133,1
M-03463,35.2825,1155.677,0.0426,0.011,116,0.1497,0.1044,0.6262,5,0.0689,0
M-03464,49.5087,680.3271,0.0147,0.0142,619,0.0983,0.1146,0.5861,4,0.0792,0
M-03465,95.6137,699.8056,0.0873,0.0073,987,0.1635,0.0612,0.8233,6,0.0673,1
M-03466,56.9309,665.157,0.0683,0.0106,1491,0.1232,0.0269,0.7552,2,0.1226,0
M-03467,57.7186,791.7286,0.0367,0.0089,217,0.2588,0.1247,0.6587,5,0.1272,1
M-03468,40.7354,1147.3573,0.0704,0.0137,1261,0.1052,0.0948,0.3473,6,0.0714,0
M-03469,40.8164,438.992,0.0794,0.0079,809,0.1211,0.1359,0.4154,2,0.0439,0
M-03470,41.314,1067.3748,0.0802,0.0127,1217,0.2608,0.1231,0.5192,6,0.2285,1
M-03471,59.3101,50.0,0.0292,0.0082,800,0.0118,0.0732,0.5302,3,0.0578,0
M-03472,89.4882,841.7803,0.0603,0.0137,30,0.2384,0.0914,0.3358,1,0.2808,0
M-03473,53.7885,752.0392,0.0259,0.0103,175,0.0252,0.0806,0.5832,6,0.0544,0
M-03474,60.0058,1109.7369,0.0503,0.0226,122,0.0619,0.0888,0.747,5,0.3419,1
M-03475,60.6907,985.0467,0.0699,0.0011,862,0.0115,0.1071,0.5595,3,0.0849,0
M-03476,7.2543,1345.927,0.0387,0.0055,370,0.0951,0.1235,0.5192,10,0.122,1
M-03477,60.695,1049.6107,0.0454,0.0028,657,0.0522,0.1038,0.5337,6,0.0157,0
M-03478,43.7605,861.5666,0.0459,0.005,846,0.0334,0.0498,0.4104,1,0.144,1
M-03479,64.4046,578.1354,0.0775,0.0038,1074,0.0937,0.1072,0.4671,2,0.0052,0
M-03480,84.0865,714.7018,0.0476,0.0074,864,0.0876,0.1035,0.6079,3,0.1485,0
M-03481,48.8607,889.7491,0.0576,0.0138,386,0.0844,0.0401,0.6628,3,0.117,0
M-03482,47.7243,791.172,0.0428,0.0101,1502,0.1269,0.0834,0.5626,6,0.0402,0
M-03483,40.3066,922.9404,0.017,0.0095,1085,0.033,0.1332,0.506,6,0.0263,0
M-03484,33.7768,676.6238,0.0468,0.0049,848,0.1083,0.1029,0.5622,1,0.0416,0
M-03485,54.2493,469.559,0.0215,0.0046,736,0.0502,0.072,0.7143,5,0.0069,0
M-03486,39.7306,937.3608,0.0135,0.0092,432,0.0328,0.0674,0.6014,1,0.026,0
M-03487,59.9813,805.8581,0.0287,0.0118,509,0.0289,0.1101,0.4061,3,0.1062,0
M-03488,56.5925,1220.0218,0.0221,0.0016,800,0.0162,0.097,0.3553,2,0.1155,0
M-03489,55.703,342.7985,0.0327,0.0139,389,0.1123,0.0508,0.6158,5,0.0576,0
M-03490,58.1504,1172.2999,0.0134,0.012,521,0.045,0.1099,0.6978,7,0.0484,0
M-03491,40.0606,998.92,0.0717,0.0056,889,0.1028,0.0318,0.7448,2,0.0678,0
M-03492,74.3894,318.8557,0.0125,0.0137,840,0.0334,0.0895,0.6319,6,0.1361,0
M-03493,77.3,1365.9131,0.0373,0.004,504,0.2695,0.1274,0.5812,6,0.169,1
M-03494,53.109,1114.0198,0.0279,0.0096,602,0.0414,0.0634,0.6039,3,0.008,0
M-03495,55.3342,888.7562,0.0653,0.0012,203,0.0411,0.0642,0.8158,1,0.1318,0
M-03496,18.4153,908.621,0.0397,0.0089,859,0.0978,0.0995,0.666,6,0.1398,0
M-03497,55.2006,392.3285,0.0634,0.0137,853,0.0446,0.0788,0.3409,3,0.1121,0
M-03498,57.0754,1200.9365,0.1094,0.0235,366,0.087,0.1585,0.8945,4,0.1813,1
M-03499,49.2665,589.6233,0.0677,0.0114,1095,0.0317,0.0995,0.4989,4,0.0622,0
M-03500,47.0951,1068.5556,0.0506,0.0043,2364,0.0389,0.0541,0.4768,6,0.0685,0
M-03501,31.4848,1051.688,0.0698,0.0025,316,0.0703,0.1043,0.4958,4,0.0727,1
M-03502,66.8985,1037.9841,0.0337,0.0061,1760,0.1175,0.0391,0.418,5,0.1398,0
M-03503,15.6657,1338.042,0.1037,0.0152,309,0.1466,0.1837,0.9112,5,0.2385,1
M-03504,52.1538,1109.5869,0.0289,0.0023,610,0.0421,0.0712,0.5616,3,0.1057,0
M-03505,38.4049,916.9813,0.0291,0.0098,862,0.1285,0.0824,0.6675,6,0.1424,0
M-03506,31.21,569.1653,0.1064,0.0044,783,0.0828,0.1707,0.8826,10,0.2884,1
M-03507,67.1423,713.5616,0.0711,0.0031,668,0.0863,0.0942,0.4207,4,0.0609,0
M-03508,52.942,1040.5988,0.0783,0.003,1179,0.1071,0.0074,0.3258,4,0.0536,0
M-03509,50.8848,1331.6068,0.0254,0.0011,591,0.078,0.0965,0.6507,3,0.1006,0
M-03510,43.4492,853.6671,0.0668,0.0018,1269,0.0911,0.1153,0.4855,3,0.091,0
M-03511,63.1913,1088.4769,0.0691,0.0109,30,0.1158,0.0992,0.7974,2,0.1049,0
M-03512,48.8324,877.9475,0.0251,0.0064,586,0.0355,0.0617,0.8576,3,0.1394,0
M-03513,44.4619,1072.3221,0.018,0.0123,539,0.029,0.0872,0.5036,3,0.0358,0
M-03514,52.9478,812.9968,0.0637,0.0036,30,0.1425,0.0938,0.4583,7,0.0366,0
M-03515,57.228,1315.3736,0.0376,0.0014,181,0.1492,0.0728,0.3603,1,0.0352,0
M-03516,42.0755,1073.3759,0.0482,0.01,30,0.0906,0.0992,0.4307,2,0.0289,0
M-03517,28.9222,1017.1413,0.024,0.0103,697,0.043,0.0466,0.5613,7,0.0774,0
M-03518,28.7219,460.3325,0.0475,0.0156,691,0.246,0.2414,0.4968,10,0.2203,1
M-03519,56.8026,1000.2752,0.0371,0.0011,1015,0.0329,0.0843,0.4069,2,0.0086,0
M-03520,54.0724,645.948,0.0472,0.0057,1372,0.0137,0.0484,0.5258,2,0.1461,0
M-03521,56.908,522.9879,0.0859,0.0189,284,0.1106,0.126,0.7009,10,0.2169,1
M-03522,47.5246,345.9284,0.0458,0.0191,74,0.1746,0.1232,0.7693,2,0.1781,1
M-03523,73.0015,625.3601,0.0653,0.0043,935,0.0134,0.1442,0.5186,7,0.0319,0
M-03524,55.0803,837.6221,0.0186,0.0047,444,0.0321,0.0659,0.5287,5,0.0773,0
M-03525,42.3655,341.508,0.0524,0.0073,737,0.1409,0.0864,0.4102,5,0.0773,1
M-03526,96.0445,330.1029,0.0559,0.0239,240,0.3445,0.228,0.413,3,0.235,1
M-03527,59.4861,1043.6763,0.0242,0.0114,949,0.1414,0.0646,0.646,4,0.1419,0
M-03528,38.2102,1335.6363,0.0682,0.0141,588,0.0756,0.1266,0.6241,5,0.046,0
M-03529,75.7833,1140.0862,0.0767,0.0102,442,0.1555,0.1148,0.5138,8,0.2312,0
M-03530,95.8644,469.6731,0.1114,0.0211,553,0.27,0.1768,0.8778,6,0.3392,0
M-03531,40.3472,637.1707,0.0525,0.0059,1271,0.0673,0.0993,0.95,5,0.082,0
M-03532,37.9449,942.3497,0.0742,0.0016,420,0.0693,0.0743,0.5054,7,0.1012,0
M-03533,69.934,602.8489,0.029,0.013,874,0.0531,0.0565,0.5415,3,0.0007,0
M-03534,51.1114,1058.7592,0.0731,0.0057,1454,0.0487,0.1095,0.7528,1,0.0168,0
M-03535,74.2306,454.3095,0.0268,0.0062,553,0.0381,0.0773,0.534,7,0.1469,0
M-03536,43.9817,1479.3818,0.0402,0.0076,447,0.0044,0.1503,0.5839,2,0.1085,1
M-03537,63.5342,910.2096,0.0351,0.0144,818,0.1333,0.0628,0.5303,1,0.0215,0
M-03538,53.2469,1256.6719,0.0733,0.0109,637,0.0639,0.1315,0.7421,6,0.0772,0
M-03539,103.2014,1037.8084,0.1198,0.0126,168,0.1939,0.1937,0.7182,11,0.3357,1
M-03540,33.7767,448.5914,0.0495,0.0242,30,0.1073,0.0889,0.589,7,0.0517,1
M-03541,58.1997,849.579,0.0948,0.0169,30,0.1889,0.146,0.5606,3,0.2494,1
M-03542,47.8643,734.5171,0.0706,0.0094,425,0.0422,0.1203,0.459,1,0.0997,0
M-03543,54.9012,1073.6082,0.053,0.0031,179,0.0977,0.0771,0.4349,1,0.0636,0
M-03544,63.731,1107.8755,0.0595,0.0082,1084,0.1382,0.0907,0.793,3,0.0082,0
M-03545,52.4968,1199.9112,0.031,0.0117,775,0.089,0.0442,0.5728,7,0.0496,0
M-03546,24.9712,1226.3015,0.0603,0.0025,1082,0.009,0.1212,0.4778,3,0.1486,0
M-03547,42.3021,1358.0641,0.0758,0.0054,474,0.0599,0.149,0.5542,5,0.1483,0
M-03548,64.9405,830.996,0.1142,0.0183,269,0.0744,0.1539,0.5668,6,0.187,1
M-03549,91.0568,797.5223,0.0502,0.0044,761,0.3261,0.1072,0.4697,1,0.2646,1
M-03550,21.38,546.2067,0.0271,0.0045,331,0.1348,0.0367,0.561,6,0.1457,0
M-03551,52.5776,816.6043,0.0572,0.0016,1258,0.0477,0.0633,0.7225,5,0.0908,1
M-03552,41.4388,1553.0962,0.0352,0.0101,983,0.0364,0.0619,0.5731,3,0.029,0
M-03553,51.3764,733.4959,0.0479,0.0045,842,0.0233,0.0784,0.626,5,0.0216,0
M-03554,30.0453,1042.6904,0.0416,0.0104,1519,0.088,0.1245,0.7172,6,0.1155,0
M-03555,52.8707,1056.114,0.1162,0.0189,555,0.1274,0.0,0.6494,6,0.1414,1
M-03556,50.1077,1305.9856,0.0775,0.0073,468,0.0843,0.0219,0.3217,5,0.0447,0
M-03557,24.7963,488.5914,0.0982,0.0233,1061,0.3319,0.1303,0.5843,2,0.1895,1
M-03558,57.5895,1021.7336,0.028,0.0141,1261,0.1451,0.069,0.5786,7,0.0981,0
M-03559,56.9389,867.0225,0.0357,0.0058,601,0.0163,0.0913,0.6154,5,0.1303,0
M-03560,68.0012,320.3837,0.0746,0.0127,856,0.002,0.0803,0.533,4,0.0999,0
M-03561,86.0915,1102.9719,0.0645,0.0134,313,0.1282,0.133,0.4237,4,0.2884,1
M-03562,29.1467,1308.0438,0.0682,0.0103,806,0.1161,0.0678,0.5655,2,0.0153,0
M-03563,56.663,910.715,0.0767,0.012,520,0.1217,0.0784,0.6072,7,0.075,0
M-03564,25.8851,802.8926,0.0394,0.007,843,0.1286,0.0576,0.8327,3,0.0184,0
M-03565,59.6806,579.8229,0.0133,0.0073,933,0.0967,0.1205,0.6335,7,0.0899,0
M-03566,30.1965,947.3021,0.0767,0.0018,605,0.0086,0.0636,0.2639,2,0.0641,0
M-03567,75.4482,902.7344,0.073,0.0132,402,0.2483,0.0646,0.7757,4,0.2858,1
M-03568,65.8605,801.961,0.0795,0.0076,832,0.1293,0.1007,0.4274,5,0.0788,0
M-03569,47.5807,831.2081,0.0287,0.0116,819,0.0679,0.0931,0.4757,7,0.0281,0
M-03570,19.0238,637.7681,0.0593,0.0061,581,0.0831,0.0642,0.4856,3,0.0714,0
M-03571,38.7999,1051.2548,0.0966,0.0245,304,0.2048,0.1512,0.8365,4,0.2238,1
M-03572,66.8908,349.971,0.0529,0.01,278,0.0143,0.0897,0.6479,1,0.0534,1
M-03573,60.0977,788.9617,0.0559,0.0038,293,0.1062,0.0197,0.811,2,0.0015,1
M-03574,39.3167,1044.6646,0.0437,0.0099,1098,0.009,0.0906,0.536,5,0.031,0
M-03575,34.9392,1351.8605,0.0629,0.0077,859,0.0345,0.0893,0.6332,2,0.0591,0
M-03576,52.1733,725.9729,0.076,0.0123,293,0.0737,0.0978,0.5064,2,0.0105,0
M-03577,24.0312,1137.5896,0.0629,0.0235,30,0.3204,0.1696,0.7238,8,0.1937,0
M-03578,44.4946,50.0,0.0622,0.0111,493,0.0506,0.0729,0.5995,6,0.0445,0
M-03579,83.188,598.1417,0.0666,0.0118,1103,0.1216,0.0268,0.5356,5,0.0849,1
M-03580,44.7602,862.9123,0.0379,0.0015,30,0.1366,0.0543,0.5944,3,0.1297,0
M-03581,50.9213,1528.9958,0.0375,0.0177,901,0.3036,0.0842,0.8403,11,0.2306,1
M-03582,68.3109,613.3919,0.0823,0.0243,1176,0.2245,0.1641,0.8659,7,0.2677,1
M-03583,44.0971,608.342,0.0273,0.0043,534,0.1447,0.101,0.7886,6,0.0072,0
M-03584,51.7254,98.0285,0.0496,0.0056,335,0.0729,0.1072,0.5544,6,0.0981,0
M-03585,53.9188,779.4178,0.0795,0.0071,918,0.1177,0.1328,0.6248,4,0.0304,0
M-03586,54.6208,453.7365,0.0507,0.0088,291,0.0953,0.1141,0.4543,2,0.106,0
M-03587,39.4348,1049.8809,0.0708,0.0042,366,0.0347,0.0945,0.3203,3,0.0634,0
M-03588,30.6161,434.9978,0.063,0.0103,1226,0.0926,0.0867,0.5659,4,0.1497,0
M-03589,104.5444,553.3839,0.0499,0.0154,977,0.1406,0.1398,0.494,11,0.3487,1
M-03590,34.4413,608.4485,0.0411,0.0048,1131,0.0613,0.0253,0.6323,6,0.0145,0
M-03591,48.3151,675.9951,0.0383,0.0118,1095,0.0354,0.1102,0.6797,7,0.0902,0
M-03592,83.095,862.3724,0.0928,0.0154,551,0.2811,0.025,0.8902,2,0.2608,0
M-03593,103.7139,854.7083,0.1053,0.0209,822,0.2385,0.1808,0.6903,11,0.3388,1
M-03594,48.8435,704.7478,0.0767,0.0102,926,0.1327,0.0744,0.722,3,0.1023,0
M-03595,9.8821,117.6364,0.0981,0.0095,328,0.0657,0.1172,0.5896,3,0.0588,1
M-03596,88.8061,865.5309,0.0512,0.0225,701,0.1792,0.2388,0.5231,8,0.2986,1
M-03597,39.3563,934.0136,0.061,0.014,30,0.1138,0.1076,0.6641,2,0.0716,0
M-03598,36.4308,965.9759,0.0356,0.0019,30,0.0033,0.0822,0.5412,5,0.0911,1
M-03599,73.9165,834.6225,0.0757,0.0044,608,0.22,0.0824,0.7036,1,0.2198,1
M-03600,56.5511,1274.9235,0.0621,0.0091,1077,0.067,0.0415,0.3523,7,0.1231,1
M-03601,50.6138,994.176,0.0643,0.0024,579,0.064,0.0561,0.3371,3,0.1304,1
M-03602,55.5301,732.437,0.0502,0.0085,655,0.0998,0.1184,0.5047,3,0.097,1
M-03603,42.0707,445.0681,0.039,0.0039,374,0.0192,0.076,0.5326,6,0.0888,0
M-03604,52.9108,1295.1232,0.0185,0.0085,778,0.1232,0.0729,0.4625,7,0.052,0
M-03605,30.8063,998.7415,0.0157,0.0038,1319,0.0087,0.0843,0.4358,3,0.0365,0
M-03606,37.876,980.8707,0.0494,0.0046,206,0.0611,0.0537,0.6589,1,0.0481,0
M-03607,48.9923,520.4772,0.0371,0.0101,504,0.146,0.0901,0.541,1,0.0983,0
M-03608,51.2574,959.6183,0.0394,0.0035,1049,0.1498,0.0529,0.6755,2,0.1002,0
M-03609,8.664,625.8303,0.0868,0.0057,30,0.1375,0.1714,0.53,10,0.1852,1
M-03610,39.4701,1197.952,0.0762,0.0065,709,0.1002,0.0437,0.6379,3,0.0482,0
M-03611,37.5357,829.1403,0.0576,0.0086,811,0.1089,0.0444,0.6329,4,0.1451,0
M-03612,60.5676,136.4705,0.0206,0.0019,697,0.089,0.0718,0.7584,1,0.0922,0
M-03613,55.247,144.8632,0.0113,0.0061,736,0.0598,0.0956,0.6933,6,0.0147,0
M-03614,34.7786,266.0424,0.022,0.0024,688,0.0935,0.0798,0.6471,3,0.0388,0
M-03615,68.404,1248.4171,0.0557,0.0137,527,0.053,0.0482,0.4202,3,0.1248,0
M-03616,31.8379,912.9067,0.0731,0.0249,496,0.217,0.238,0.7169,5,0.0873,1
M-03617,60.7964,1537.5734,0.0339,0.0115,300,0.1201,0.0757,0.3784,5,0.0108,0
M-03618,35.0628,1292.5337,0.0227,0.0139,882,0.1351,0.1299,0.5146,7,0.1233,0
M-03619,38.0009,491.744,0.0722,0.0108,881,0.0677,0.149,0.6665,2,0.1417,1
M-03620,37.6637,882.8715,0.0151,0.003,1326,0.0633,0.039,0.416,5,0.0612,1
M-03621,76.562,774.171,0.039,0.0081,260,0.1098,0.0542,0.3186,5,0.1263,0
M-03622,72.5534,644.2808,0.0665,0.0205,293,0.2048,0.1088,0.4503,9,0.2486,1
M-03623,44.4413,913.0025,0.0571,0.0079,1171,0.016,0.076,0.7015,3,0.0457,0
M-03624,76.3301,524.1836,0.0771,0.0019,180,0.0336,0.0999,0.75,4,0.0062,0
M-03625,28.9722,912.281,0.076,0.0126,30,0.0842,0.0694,0.6411,4,0.097,0
M-03626,58.483,843.7591,0.093,0.0211,457,0.261,0.0949,0.8886,11,0.2652,1
M-03627,43.3543,672.6945,0.0309,0.0116,148,0.0951,0.1254,0.3313,1,0.056,0
M-03628,65.9822,766.1478,0.0697,0.0064,692,0.0335,0.0722,0.6737,6,0.142,0
M-03629,60.7843,877.3281,0.0437,0.0114,1294,0.0209,0.0237,0.5793,5,0.1352,0
M-03630,82.3596,577.3691,0.0251,0.0061,1061,0.116,0.1438,0.427,4,0.1375,0
M-03631,48.4512,406.7163,0.0157,0.0015,190,0.1459,0.1132,0.5935,4,0.1195,0
M-03632,49.4654,262.7984,0.0382,0.0134,655,0.1239,0.0924,0.4941,7,0.1417,0
M-03633,80.9379,748.0723,0.0701,0.0015,1482,0.0402,0.0802,0.3133,2,0.1011,0
M-03634,38.7205,818.1418,0.023,0.0014,1146,0.1335,0.0361,0.4825,2,0.0692,0
M-03635,104.5908,806.3029,0.0731,0.0109,1310,0.3295,0.1283,0.9382,6,0.3082,1
M-03636,68.5672,1132.8366,0.0435,0.0056,642,0.0738,0.0753,0.9052,1,0.1024,0
M-03637,45.19,794.4707,0.0714,0.0129,812,0.1381,0.0271,0.3626,1,0.0098,0
M-03638,42.6584,594.284,0.0735,0.0022,863,0.1294,0.1366,0.4015,6,0.1399,0
M-03639,61.1347,507.4233,0.0685,0.0095,622,0.0659,0.1312,0.9144,9,0.1454,1
M-03640,75.8704,512.3035,0.0411,0.003,1136,0.1098,0.096,0.5653,2,0.1054,0
M-03641,58.1219,900.271,0.0391,0.0087,1140,0.0937,0.0953,0.8874,5,0.1486,0
M-03642,50.6527,379.6035,0.0487,0.0114,643,0.0494,0.1253,0.8818,7,0.0369,0
M-03643,101.3216,427.4555,0.07,0.0168,630,0.3141,0.0699,0.4059,2,0.078,1
M-03644,56.5771,940.5883,0.0747,0.0063,909,0.006,0.0917,0.6952,2,0.1332,0
M-03645,35.4954,936.0322,0.036,0.0082,503,0.0378,0.0522,0.4498,2,0.1001,0
M-03646,48.3945,502.865,0.0483,0.0141,602,0.1353,0.0987,0.8233,5,0.1362,0
M-03647,127.3285,1054.1116,0.0752,0.0089,788,0.173,0.1876,0.4694,9,0.3483,1
M-03648,62.7533,1293.4216,0.0409,0.0067,1009,0.1076,0.0768,0.4588,4,0.1242,0
M-03649,23.4045,890.9792,0.0291,0.0049,1040,0.0565,0.0934,0.6172,7,0.0396,0
M-03650,42.541,670.5458,0.1123,0.0238,30,0.2081,0.1162,0.7967,5,0.2167,1
M-03651,56.6639,705.127,0.0467,0.0123,779,0.0534,0.0519,0.5086,4,0.1141,0
M-03652,44.9888,710.0278,0.0191,0.0052,1263,0.0208,0.0782,0.6158,5,0.0219,0
M-03653,75.0353,888.5852,0.0452,0.0144,623,0.0614,0.0581,0.8045,4,0.0659,0
M-03654,27.5521,372.9575,0.0138,0.0054,969,0.0076,0.1101,0.4846,4,0.0826,0
M-03655,40.1935,1092.8783,0.0694,0.0065,314,0.0341,0.077,0.935,7,0.0587,0
M-03656,55.7948,698.1433,0.0768,0.0046,1134,0.0579,0.1235,0.4518,6,0.0941,0
M-03657,98.2082,916.3914,0.0399,0.0201,503,0.1723,0.1496,0.4662,1,0.0589,1
M-03658,63.3356,938.1848,0.0647,0.012,753,0.0699,0.1237,0.6227,6,0.127,0
M-03659,29.5126,839.026,0.0164,0.006,775,0.0945,0.0843,0.3781,5,0.0876,0
M-03660,29.8314,601.712,0.0698,0.0109,1084,0.2557,0.1309,0.4073,10,0.105,1
M-03661,48.8383,912.6561,0.0446,0.003,1192,0.1336,0.0448,0.6125,3,0.0542,0
M-03662,49.6039,406.3669,0.0408,0.0123,215,0.1265,0.1132,0.3455,3,0.0082,0
M-03663,41.3464,1025.5898,0.0122,0.0073,1091,0.0415,0.1058,0.3469,2,0.1352,1
M-03664,31.1524,542.1757,0.0603,0.0065,292,0.1299,0.0893,0.5683,4,0.0032,0
M-03665,27.0095,675.3816,0.0776,0.0056,30,0.1132,0.1086,0.7201,1,0.0119,0
M-03666,29.0632,488.1933,0.0741,0.0116,550,0.02,0.0177,0.4977,2,0.0347,0
M-03667,57.3868,1009.2927,0.025,0.0073,914,0.1369,0.1301,0.4537,4,0.0881,0
M-03668,57.9471,303.6742,0.0273,0.011,954,0.1233,0.0883,0.7313,2,0.0747,0
M-03669,64.5297,1276.1513,0.0331,0.0109,604,0.1482,0.0202,0.6136,2,0.1057,0
M-03670,62.7442,769.5583,0.017,0.011,1055,0.081,0.067,0.8102,7,0.1246,0
M-03671,56.1058,995.893,0.0632,0.0043,83,0.1445,0.1212,0.5058,1,0.0658,0
M-03672,76.0828,598.7783,0.0531,0.01,441,0.0908,0.1029,0.4172,2,0.1319,1
M-03673,51.4153,894.247,0.0507,0.0114,483,0.148,0.1542,0.8476,2,0.0634,1
M-03674,41.4525,976.7305,0.0768,0.004,1136,0.1382,0.1287,0.3988,5,0.1368,0
M-03675,33.0367,609.271,0.0172,0.0059,1057,0.0812,0.0948,0.4465,4,0.0217,1
M-03676,68.2574,903.8867,0.0499,0.011,610,0.1255,0.0876,0.6635,7,0.0315,0
M-03677,72.1481,1186.5585,0.0298,0.004,844,0.1005,0.0527,0.3237,2,0.1462,0
M-03678,49.1766,606.2363,0.0385,0.01,690,0.1009,0.0536,0.8713,4,0.025,0
M-03679,57.1045,1023.6786,0.015,0.0092,773,0.033,0.0268,0.7709,1,0.0331,0
M-03680,20.3677,1341.6882,0.0403,0.0067,690,0.1317,0.0713,0.4574,7,0.1098,0
M-03681,52.7968,745.8093,0.0459,0.0104,32,0.1376,0.095,0.7676,6,0.0171,1
M-03682,58.7532,830.8764,0.0586,0.0067,1040,0.111,0.1416,0.3629,5,0.0224,0
M-03683,36.1315,925.1885,0.0725,0.0099,632,0.0845,0.0563,0.5566,5,0.107,0
M-03684,56.803,986.0757,0.018,0.0115,1289,0.032,0.0685,0.3871,3,0.0678,1
M-03685,26.238,891.024,0.0678,0.0086,664,0.1351,0.1124,0.504,2,0.1142,0
M-03686,41.2696,1578.0343,0.0505,0.0101,491,0.1378,0.0238,0.5518,4,0.0789,0
M-03687,37.6898,299.0921,0.0799,0.0035,30,0.1156,0.0847,0.508,1,0.134,1
M-03688,57.443,669.2127,0.0201,0.0075,1130,0.0236,0.0743,0.3902,5,0.027,0
